Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Transaction Month
TXN_2730798,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-12-01,December
TXN_3749801,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-01-03,January
TXN_3326626,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-09-26,September
TXN_4843989,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-30,September
TXN_6606514,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-06-25,June
TXN_6187752,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-12-24,December
TXN_1666190,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-07-28,July
TXN_9438576,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-05-05,May
TXN_1344947,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-02-16,February
TXN_3951552,Salad,2.0,5.0,10.0,Cash,In-store,2023-03-25,March
TXN_3916668,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-05-14,May
TXN_4789941,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-04-17,April
TXN_6957001,Tea,4.0,1.5,6.0,Cash,In-store,2023-08-08,August
TXN_3536893,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-05-16,May
TXN_4519915,Sandwich,16.0,4.0,4.0,Digital Wallet,In-store,2023-05-15,May
TXN_3269434,Juice,1.0,3.0,3.0,Cash,In-store,2023-02-01,February
TXN_3291988,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-07-03,July
TXN_7083611,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-05-15,May
TXN_1875220,Tea,3.0,1.5,4.5,Cash,In-store,2023-03-07,March
TXN_1926712,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-01-31,January
TXN_5552114,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-06-13,June
TXN_5672583,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-04-09,April
TXN_3717444,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-09-07,September
TXN_1899114,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-04-05,April
TXN_2625388,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-02-09,February
TXN_7153665,Salad,5.0,5.0,25.0,Cash,In-store,2023-07-31,July
TXN_9161256,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-01-01,January
TXN_2010060,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-11-09,November
TXN_9077843,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-03-28,March
TXN_5611262,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-05-22,May
TXN_3255254,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-03-23,March
TXN_9275800,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-05-01,May
TXN_2430215,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-04-10,April
TXN_1372003,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-10-13,October
TXN_7202644,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-08-01,August
TXN_5330387,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-10-21,October
TXN_2119809,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-04-21,April
TXN_5587224,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-01-05,January
TXN_2185661,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-03-16,March
TXN_2491186,Salad,5.0,5.0,25.0,Cash,In-store,2023-11-28,November
TXN_1891217,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-04-02,April
TXN_8977555,Juice,2.0,3.0,6.0,Cash,In-store,2023-07-21,July
TXN_7179922,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-09-05,September
TXN_5114283,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-05-28,May
TXN_1528454,Coffee,2.0,2.0,4.0,Cash,In-store,2023-03-22,March
TXN_5615114,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-10-31,October
TXN_4968659,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-03-18,March
TXN_4858666,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-03-18,March
TXN_3502394,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-09-02,September
TXN_1902009,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-04-12,April
TXN_8492074,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-11-12,November
TXN_6355908,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-03-28,March
TXN_6856530,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-11-11,November
TXN_1180397,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-04-05,April
TXN_4747863,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-10-04,October
TXN_3979966,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-08-23,August
TXN_5127984,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-11-12,November
TXN_9904214,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-03-13,March
TXN_9948753,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-05-09,May
TXN_8263172,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-12-30,December
TXN_1196223,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-10-14,October
TXN_2401073,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-02-10,February
TXN_9639089,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-05-14,May
TXN_8654093,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-11-29,November
TXN_1038397,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-05-20,May
TXN_4638979,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-06-28,June
TXN_5506097,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-05-04,May
TXN_9579984,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-12-25,December
TXN_6087578,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-12-17,December
TXN_5297299,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-10-04,October
TXN_7526174,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-08-06,August
TXN_5401244,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-07-08,July
TXN_7775760,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-02-21,February
TXN_5820892,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-11-14,November
TXN_3801338,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-11-03,November
TXN_1521861,Juice,5.0,3.0,15.0,Cash,In-store,2023-04-02,April
TXN_8365857,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-10-06,October
TXN_9349657,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-03-14,March
TXN_4503716,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-11-12,November
TXN_5679014,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-06-12,June
TXN_1161606,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-09-20,September
TXN_5938359,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-06-02,June
TXN_7565894,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-07-15,July
TXN_1987311,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-08-03,August
TXN_4656387,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-07-25,July
TXN_9277276,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-09-15,September
TXN_1576076,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-10-07,October
TXN_3676632,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-12-11,December
TXN_9945457,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-06-28,June
TXN_6508674,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-02-09,February
TXN_4579086,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-07-20,July
TXN_2421873,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-02-18,February
TXN_3601382,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-02-12,February
TXN_2323650,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-10-09,October
TXN_3587916,Salad,3.0,5.0,15.0,Cash,In-store,2023-07-09,July
TXN_8914956,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-05-13,May
TXN_9080521,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-01-24,January
TXN_1450705,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-10-07,October
TXN_9648941,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-06-30,June
TXN_9989719,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-11-26,November
TXN_8409154,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-06-20,June
TXN_4630633,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-10-22,October
TXN_8332592,Juice,45.0,3.0,15.0,Credit Card,In-store,2023-03-25,March
TXN_5736595,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-08-14,August
TXN_2264883,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-12-24,December
TXN_6137394,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-11-22,November
TXN_4127927,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-08-04,August
TXN_7256205,Juice,4.0,3.0,12.0,Cash,In-store,2023-04-08,April
TXN_1766527,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-02-07,February
TXN_7591982,Salad,1.0,5.0,5.0,Cash,In-store,2023-02-28,February
TXN_5530273,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-01-13,January
TXN_2958213,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-08-15,August
TXN_2057961,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-10-04,October
TXN_6367976,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-10-16,October
TXN_9921277,Juice,9.0,3.0,3.0,Cash,Takeaway,2023-01-29,January
TXN_4867316,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-11-28,November
TXN_6704173,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-07-24,July
TXN_9510130,Salad,4.0,5.0,20.0,Cash,In-store,2023-03-06,March
TXN_1192009,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-05-18,May
TXN_2899889,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-12-09,December
TXN_7172693,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-03-23,March
TXN_6862603,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-04-17,April
TXN_5761207,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-04-19,April
TXN_9852820,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-08-27,August
TXN_9531812,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-02-04,February
TXN_1423173,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-10-02,October
TXN_9811007,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-03-07,March
TXN_4346813,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-07-07,July
TXN_4383311,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-09-23,September
TXN_6778796,Juice,5.0,3.0,15.0,Cash,In-store,2023-11-29,November
TXN_2119373,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-06-30,June
TXN_6803555,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-05-31,May
TXN_7010218,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-04-29,April
TXN_1707537,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-10-17,October
TXN_8470187,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-06-28,June
TXN_6087604,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-01-27,January
TXN_9825905,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-01-04,January
TXN_2086557,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-01-13,January
TXN_9077087,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-05-08,May
TXN_7714902,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-09-10,September
TXN_2154477,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-02-11,February
TXN_5949199,Tea,5.0,1.5,7.5,Cash,In-store,2023-02-28,February
TXN_8209124,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-10-05,October
TXN_7519611,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-10-08,October
TXN_1318943,Coffee,2.0,2.0,4.0,Cash,In-store,2023-06-13,June
TXN_4502922,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-06-23,June
TXN_4554194,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-10-04,October
TXN_3418612,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-01-31,January
TXN_2539469,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-09-24,September
TXN_2764544,Juice,4.0,3.0,12.0,Cash,In-store,2023-04-02,April
TXN_8672939,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-11-02,November
TXN_1499346,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-12-09,December
TXN_7631216,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-02-16,February
TXN_3116803,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-09-10,September
TXN_6050844,Tea,2.0,1.5,3.0,Cash,In-store,2023-03-12,March
TXN_7403963,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-07-27,July
TXN_2708387,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-11-12,November
TXN_7916758,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-10-14,October
TXN_2944717,Cookie,2.0,1.0,2.0,Cash,In-store,2023-12-11,December
TXN_7571571,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-04-09,April
TXN_7250085,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-09-19,September
TXN_1892102,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-03-23,March
TXN_7039529,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-01-19,January
TXN_1452931,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-07-08,July
TXN_5148201,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-11-18,November
TXN_7322317,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-03-16,March
TXN_4648214,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-02-15,February
TXN_7902691,Juice,27.0,3.0,9.0,Digital Wallet,Takeaway,2023-10-13,October
TXN_4966750,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-12-24,December
TXN_7740239,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-01-26,January
TXN_3689579,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-12-02,December
TXN_7770188,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-10-28,October
TXN_5088167,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-09-02,September
TXN_1865302,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-08-16,August
TXN_4224423,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-08-27,August
TXN_8269956,Sandwich,80.0,4.0,20.0,Credit Card,Takeaway,2023-08-02,August
TXN_3879052,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-12-14,December
TXN_7340284,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-09-05,September
TXN_9809696,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-01-05,January
TXN_5719592,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-08-07,August
TXN_6121301,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-01-07,January
TXN_7514279,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-02-04,February
TXN_5153408,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-08-22,August
TXN_4678948,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-07-02,July
TXN_1209852,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-11-18,November
TXN_4367311,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-02-26,February
TXN_5985513,Sandwich,32.0,4.0,8.0,Credit Card,In-store,2023-08-02,August
TXN_2086325,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-08-14,August
TXN_4062032,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-10-28,October
TXN_4329558,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-04-22,April
TXN_2029301,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-08-06,August
TXN_4508067,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-03-19,March
TXN_6637315,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-12-02,December
TXN_4251500,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-11-11,November
TXN_1516961,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-11-01,November
TXN_5033660,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-09-12,September
TXN_9506595,Tea,3.0,1.5,4.5,Cash,In-store,2023-07-10,July
TXN_6646684,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-06-01,June
TXN_6866644,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-07-22,July
TXN_7228322,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-02-18,February
TXN_3595118,Juice,2.0,3.0,6.0,Cash,In-store,2023-02-03,February
TXN_4040941,Cookie,1.0,1.0,1.0,Cash,In-store,2023-02-20,February
TXN_4738349,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-02-06,February
TXN_9436284,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-03-28,March
TXN_1221801,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-06-17,June
TXN_3185929,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-07-27,July
TXN_2332609,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-05-17,May
TXN_4183705,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-11-23,November
TXN_7435096,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-10-21,October
TXN_2561471,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-07-12,July
TXN_3098503,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-05-31,May
TXN_1148060,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-10-12,October
TXN_5151780,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-06-24,June
TXN_3398955,Cookie,3.0,1.0,3.0,Cash,In-store,2023-10-19,October
TXN_8140360,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-05-05,May
TXN_4448318,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-08-07,August
TXN_8341520,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-06-24,June
TXN_9883214,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-04-04,April
TXN_2912934,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-04-01,April
TXN_7694996,Salad,4.0,5.0,20.0,Cash,In-store,2023-03-11,March
TXN_5660244,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-10-04,October
TXN_7873479,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-03-18,March
TXN_7771516,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-05-26,May
TXN_6775304,Tea,4.0,1.5,6.0,Cash,In-store,2023-03-08,March
TXN_3801966,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-01-14,January
TXN_2849095,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-07-13,July
TXN_1749930,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-07-01,July
TXN_2210925,Juice,4.0,3.0,12.0,Cash,In-store,2023-07-06,July
TXN_6810969,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-03-08,March
TXN_2651789,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-02-10,February
TXN_7750963,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-06-09,June
TXN_8134280,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-01-29,January
TXN_2231082,Juice,45.0,3.0,15.0,Cash,In-store,2023-05-03,May
TXN_2014042,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-10-27,October
TXN_1132293,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-07-05,July
TXN_3550177,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-09-13,September
TXN_5326795,Cookie,2.0,1.0,2.0,Cash,In-store,2023-04-05,April
TXN_1993503,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-08-16,August
TXN_4097922,Salad,3.0,5.0,15.0,Cash,In-store,2023-01-16,January
TXN_2317041,Tea,3.0,1.5,4.5,Cash,In-store,2023-01-15,January
TXN_4648031,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-04,September
TXN_4942960,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-04-12,April
TXN_8740501,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-02-05,February
TXN_4523273,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-10-17,October
TXN_7276478,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-09-07,September
TXN_6036240,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-10-30,October
TXN_1449866,Salad,4.0,5.0,20.0,Cash,In-store,2023-09-21,September
TXN_2882871,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-08-30,August
TXN_1047450,Coffee,2.0,2.0,4.0,Cash,In-store,2023-11-19,November
TXN_9673685,Salad,1.0,5.0,5.0,Cash,In-store,2023-12-11,December
TXN_3547569,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-08-04,August
TXN_2866587,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-09-16,September
TXN_1629218,Coffee,12.0,2.0,6.0,Digital Wallet,In-store,2023-06-27,June
TXN_2964982,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-15,April
TXN_5974791,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-10-22,October
TXN_1005472,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-04-21,April
TXN_7202898,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-07-18,July
TXN_4511996,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-09-18,September
TXN_9896694,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-02-16,February
TXN_9881555,Juice,5.0,3.0,15.0,Cash,In-store,2023-04-09,April
TXN_9853220,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-04-02,April
TXN_5723229,Juice,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-06-23,June
TXN_1065721,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-12-06,December
TXN_8155446,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-12-20,December
TXN_2253852,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-08-26,August
TXN_2810187,Coffee,16.0,2.0,8.0,Credit Card,In-store,2023-10-17,October
TXN_6994752,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-06-17,June
TXN_7598654,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-11-26,November
TXN_8039560,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-03-29,March
TXN_6785331,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-04-12,April
TXN_8260297,Salad,2.0,5.0,10.0,Cash,In-store,2023-07-04,July
TXN_7152012,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-04-02,April
TXN_7907366,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-01-13,January
TXN_3830888,Coffee,4.0,2.0,8.0,Cash,In-store,2023-02-20,February
TXN_1565027,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-03-16,March
TXN_5618377,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-04-02,April
TXN_3645674,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-07-18,July
TXN_2464236,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-04-02,April
TXN_4543793,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-10-12,October
TXN_5745921,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-03-01,March
TXN_7229419,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-05-15,May
TXN_9247075,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-07-05,July
TXN_6960459,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-07-24,July
TXN_4679083,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-12-25,December
TXN_3313534,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-01-05,January
TXN_4969431,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-04-11,April
TXN_2977905,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-06-23,June
TXN_5341204,Coffee,4.0,2.0,2.0,Digital Wallet,Takeaway,2023-07-24,July
TXN_2147706,Juice,5.0,3.0,15.0,Cash,In-store,2023-03-23,March
TXN_3663592,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-08-26,August
TXN_4459351,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-12-08,December
TXN_2976052,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-11-01,November
TXN_1373048,Salad,5.0,5.0,25.0,Cash,In-store,2023-08-31,August
TXN_2575331,Cookie,5.0,1.0,5.0,Cash,In-store,2023-03-20,March
TXN_4764236,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-05-29,May
TXN_3544380,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-09-13,September
TXN_2104473,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-01-01,January
TXN_3819405,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-02-16,February
TXN_3512665,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-10-16,October
TXN_1696813,Cookie,3.0,1.0,3.0,Cash,In-store,2023-04-02,April
TXN_4631228,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-10-07,October
TXN_2084232,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-10-11,October
TXN_5399303,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-11-02,November
TXN_1251960,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-11-20,November
TXN_1984774,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-11-13,November
TXN_9886794,Juice,1.0,3.0,3.0,Cash,In-store,2023-06-06,June
TXN_3821298,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-04-26,April
TXN_1057760,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-02-20,February
TXN_2294778,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-05-29,May
TXN_6091431,Tea,3.0,1.5,4.5,Credit Card,Takeaway,2023-11-16,November
TXN_1728644,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-04-07,April
